net,length_um
_03289_,4.34
_03459_,4.34
_04047_,4.34
_04109_,4.34
_04282_,4.34
_04320_,4.34
_04348_,4.34
_04603_,4.34
_05073_,4.34
_05236_,4.34
_05386_,4.34
_05491_,4.34
_05508_,4.34
_05633_,4.34
_05931_,4.34
_06068_,4.34
_06122_,4.34
_06154_,4.34
_06167_,4.34
_06341_,4.34
_06370_,4.34
_06697_,4.34
_06845_,4.34
_07093_,4.34
_07120_,4.34
_07165_,4.34
_07398_,4.34
_07409_,4.34
_07628_,4.34
_07780_,4.34
_07827_,4.34
_07839_,4.34
_08142_,4.34
_08316_,4.34
_08578_,4.34
_08673_,4.34
net605,4.34
net637,4.34
_05650_,4.33
_04444_,4.32
_05394_,4.32
buf_b.mem\[14\]\[5\],4.32
_00198_,4.305
_06029_,4.3
_00598_,4.27
_01398_,4.27
result12[7],4.27
result21[27],4.27
_01560_,4.265
_00447_,4.24
_01613_,4.24
_01694_,4.24
_03210_,4.24
_04839_,4.24
_00147_,4.22
_00207_,4.22
_00273_,4.22
_00323_,4.22
_00365_,4.22
_00763_,4.22
_00777_,4.22
_00834_,4.22
_00856_,4.22
_00889_,4.22
_00974_,4.22
_00980_,4.22
_00981_,4.22
_01211_,4.22
_01860_,4.22
_02058_,4.22
_03066_,4.22
_03413_,4.22
_04756_,4.22
_04931_,4.22
_05407_,4.22
_06853_,4.22
_07272_,4.22
_02357_,4.2
_02872_,4.19
_00820_,4.15
_00293_,4.145
_00455_,4.145
_00204_,4.14
_00491_,4.14
_01953_,4.14
_04359_,4.14
_04386_,4.14
_05178_,4.14
_07486_,4.14
a3_d1\[6\],4.14
net949,4.14
net1268,4.14
_01520_,4.125
_01521_,4.125
_00078_,4.12
_00107_,4.12
_00110_,4.12
_00120_,4.12
_00226_,4.12
_00250_,4.12
_00286_,4.12
_00402_,4.12
net654,4.12
net798,4.12
net860,4.12
net1146,4.12
_06205_,4.115
_00389_,4.1
_00932_,4.1
_01039_,4.1
_01413_,4.1
_01440_,4.1
_02481_,4.1
_03171_,4.1
_03542_,4.1
_03779_,4.1
_03838_,4.1
_06672_,4.1
_06803_,4.1
buf_a.mem\[3\]\[0\],4.1
buf_b.mem\[7\]\[6\],4.1
net551,4.1
_01721_,4.095
_08539_,4.095
_00181_,4.08
_00682_,4.08
_00745_,4.08
_01018_,4.08
_01037_,4.08
_01068_,4.08
_01198_,4.08
_01257_,4.08
_01433_,4.08
_02060_,4.08
_00659_,4.07
_00774_,4.07
_00876_,4.07
_00879_,4.07
_00917_,4.07
_00973_,4.07
_00987_,4.07
_01082_,4.07
_01129_,4.07
_01362_,4.07
_06095_,4.06
_00602_,4.05
_00662_,4.05
_01254_,4.05
_01453_,4.05
_00513_,4.045
_01723_,4.045
_01740_,4.045
_03963_,4.03
_00119_,4.02
_00352_,4.02
_00574_,4.02
_02755_,4.02
_02780_,4.02
_03854_,4.02
_05094_,4.02
_06406_,4.02
_06747_,4.02
_06797_,4.02
_06944_,4.02
_06974_,4.02
_07376_,4.02
_07546_,4.02
_07556_,4.02
_07889_,4.02
_07938_,4.02
_07943_,4.02
_07985_,4.02
_00162_,4
_00220_,4
_00225_,4
_00300_,4
_00360_,4
_00471_,4
_00492_,4
_01281_,4
_01477_,4
_01966_,4
_02347_,4
_02415_,4
_02935_,4
_03039_,4
_03146_,4
_03887_,4
_04251_,4
_04548_,4
_04599_,4
_04712_,4
_04732_,4
_05189_,4
_05484_,4
_05636_,4
_05928_,4
_06253_,4
_06427_,4
_06584_,4
_07258_,4
_07305_,4
_07401_,4
_07437_,4
_07498_,4
_07881_,4
_08496_,4
buf_b.mem\[8\]\[5\],4
net590,4
net639,4
net642,4
net645,4
net648,4
net649,4
net651,4
net963,4
net1288,4
_00923_,3.98
_01461_,3.98
_04171_,3.98
_07071_,3.98
buf_a.mem\[11\]\[6\],3.98
buf_a.mem\[13\]\[2\],3.98
buf_b.mem\[5\]\[3\],3.98
_06053_,3.97
_01489_,3.965
_01540_,3.965
_01717_,3.965
_01323_,3.93
_01422_,3.93
result01[15],3.93
result03[1],3.93
result10[1],3.93
result12[20],3.93
result21[25],3.93
result21[4],3.93
s_axis_b_data[5],3.93
s_axis_b_valid,3.93
_01650_,3.925
_01676_,3.925
_08534_,3.92
_00313_,3.9
_00367_,3.9
_00556_,3.9
_04115_,3.9
_04162_,3.9
_05935_,3.9
_06565_,3.9
_08467_,3.9
_00235_,3.88
_00327_,3.88
_00652_,3.88
_00959_,3.88
_01022_,3.88
_01909_,3.88
_02223_,3.88
_02349_,3.88
_02656_,3.88
_02832_,3.88
_03163_,3.88
_03206_,3.88
_03369_,3.88
_03526_,3.88
_03560_,3.88
_03788_,3.88
_03989_,3.88
_04017_,3.88
_04123_,3.88
_04687_,3.88
_04779_,3.88
_04809_,3.88
_04852_,3.88
_05020_,3.88
_05064_,3.88
_05112_,3.88
_05481_,3.88
_05844_,3.88
_05901_,3.88
_06099_,3.88
_06123_,3.88
_06207_,3.88
_06217_,3.88
_06277_,3.88
_07012_,3.88
_07359_,3.88
_07418_,3.88
_07819_,3.88
_07906_,3.88
_07908_,3.88
_07912_,3.88
_07934_,3.88
_08241_,3.88
_08323_,3.88
_08446_,3.88
_08490_,3.88
_08645_,3.88
_08682_,3.88
buf_b.mem\[6\]\[1\],3.88
net582,3.88
_03088_,3.86
_03494_,3.86
_03893_,3.86
_04750_,3.86
_05144_,3.86
_06744_,3.86
_07014_,3.86
_08649_,3.86
_00349_,3.845
_01690_,3.84
_02620_,3.84
_07284_,3.84
_00713_,3.83
_08083_,3.82
_00969_,3.81
_01439_,3.81
_01459_,3.81
_01601_,3.805
_01580_,3.8
_01621_,3.785
_00073_,3.78
_00221_,3.78
_00278_,3.78
_00413_,3.78
_01743_,3.78
_05084_,3.78
_07796_,3.78
_07860_,3.78
_08453_,3.78
_00212_,3.76
_00306_,3.76
_00426_,3.76
_00530_,3.76
_00604_,3.76
_00691_,3.76
_00914_,3.76
_00990_,3.76
_01052_,3.76
_01096_,3.76
_01244_,3.76
_01317_,3.76
_02527_,3.76
_02687_,3.76
_04769_,3.76
_04794_,3.76
_05022_,3.76
_00526_,3.735
_00697_,3.71
_01635_,3.705
_00765_,3.69
_00781_,3.69
_01072_,3.69
_01270_,3.69
_00178_,3.685
_00242_,3.685
_00257_,3.685
_02261_,3.68
_03561_,3.68
_05058_,3.68
_07226_,3.68
_08422_,3.68
_08574_,3.68
net559,3.68
net765,3.68
_00023_,3.66
_00068_,3.66
_00095_,3.66
_00141_,3.66
_00189_,3.66
_00190_,3.66
_00393_,3.66
_00505_,3.66
_00515_,3.66
_00684_,3.66
_00828_,3.66
_01061_,3.66
_01201_,3.66
_01647_,3.66
_02292_,3.66
_07540_,3.66
_08618_,3.66
net576,3.66
net603,3.66
_07067_,3.655
_00139_,3.64
_00240_,3.64
_00741_,3.64
_00921_,3.64
_01077_,3.64
_01200_,3.64
_01367_,3.64
_01417_,3.64
_04564_,3.64
_04684_,3.64
_05065_,3.64
_08248_,3.64
_08543_,3.64
buf_a.mem\[13\]\[3\],3.64
_01656_,3.635
_01568_,3.625
_01720_,3.625
_00771_,3.61
_00805_,3.61
_00830_,3.61
_00926_,3.61
_00965_,3.61
_01030_,3.61
_01192_,3.61
_01537_,3.605
_01624_,3.605
_08263_,3.6
_00700_,3.59
_00749_,3.59
_00986_,3.59
_01097_,3.59
_01435_,3.59
_07223_,3.59
_00963_,3.57
_00094_,3.56
_00136_,3.56
_00160_,3.56
_00197_,3.56
_00201_,3.56
_00295_,3.56
_00326_,3.56
_00330_,3.56
_00454_,3.56
_00464_,3.56
_00481_,3.56
_00537_,3.56
_00542_,3.56
_02692_,3.56
_03033_,3.56
_03331_,3.56
_03370_,3.56
_03582_,3.56
_04528_,3.56
_06517_,3.56
_06631_,3.56
_06706_,3.56
_07178_,3.56
_07743_,3.56
_08396_,3.56
_08634_,3.56
_00082_,3.54
_00090_,3.54
_00101_,3.54
_00267_,3.54
_00303_,3.54
_00371_,3.54
_00421_,3.54
_00446_,3.54
_00498_,3.54
_00499_,3.54
_00560_,3.54
_00743_,3.54
_00783_,3.54
_00863_,3.54
_00894_,3.54
_01965_,3.54
_02045_,3.54
_02081_,3.54
_02263_,3.54
_02271_,3.54
_02291_,3.54
_02298_,3.54
_02471_,3.54
_02487_,3.54
_02673_,3.54
_02702_,3.54
_03129_,3.54
_03244_,3.54
_03276_,3.54
_03421_,3.54
_03490_,3.54
_03607_,3.54
_03756_,3.54
_03833_,3.54
_04202_,3.54
_04365_,3.54
_04469_,3.54
_04763_,3.54
_05079_,3.54
_05091_,3.54
_05113_,3.54
_05122_,3.54
_05848_,3.54
_06245_,3.54
_06729_,3.54
_07739_,3.54
_07952_,3.54
_08336_,3.54
_08345_,3.54
_08687_,3.54
a2_d1\[7\],3.54
a3_d1\[7\],3.54
b2_d1\[3\],3.54
b3_d1\[5\],3.54
buf_a.mem\[10\]\[4\],3.54
buf_a.mem\[12\]\[6\],3.54
buf_a.row2\[7\],3.54
buf_b.mem\[0\]\[6\],3.54
buf_b.mem\[12\]\[5\],3.54
buf_b.mem\[7\]\[4\],3.54
buf_b.mem\[9\]\[2\],3.54
net611,3.54
net641,3.54
_00142_,3.52
_00983_,3.52
_03368_,3.52
_05010_,3.52
_05471_,3.52
_06311_,3.52
_06758_,3.52
_07040_,3.52
buf_a.mem\[4\]\[1\],3.52
buf_b.mem\[9\]\[0\],3.52
_02213_,3.51
_01615_,3.505
_01632_,3.505
_01709_,3.505
_00696_,3.49
_00736_,3.49
_04512_,3.49
_01476_,3.485
_01502_,3.485
_01423_,3.47
_01494_,3.465
_01572_,3.465
_01618_,3.465
_01684_,3.465
_03820_,3.465
_00089_,3.44
_00438_,3.44
_01509_,3.44
_01866_,3.44
_01971_,3.44
_02224_,3.44
_02632_,3.44
_03391_,3.44
_03952_,3.44
_04622_,3.44
_05441_,3.44
_06215_,3.44
_07004_,3.44
_07031_,3.44
_07870_,3.44
_08192_,3.44
_00161_,3.42
_00246_,3.42
_00351_,3.42
_00580_,3.42
_00630_,3.42
_00839_,3.42
_01105_,3.42
_01206_,3.42
_01225_,3.42
_01344_,3.42
_01837_,3.42
_01986_,3.42
_02725_,3.42
_03017_,3.42
_03229_,3.42
_03677_,3.42
_03923_,3.42
_04066_,3.42
_04301_,3.42
_04982_,3.42
_05049_,3.42
_05259_,3.42
_05519_,3.42
_05835_,3.42
_06105_,3.42
_06220_,3.42
_06255_,3.42
_06463_,3.42
_06992_,3.42
_07243_,3.42
_07373_,3.42
_07468_,3.42
_07552_,3.42
_07791_,3.42
_08296_,3.42
_08451_,3.42
_08530_,3.42
_08569_,3.42
_08745_,3.42
buf_a.mem\[9\]\[0\],3.42
buf_b.mem\[11\]\[0\],3.42
net656,3.42
net1093,3.42
net1175,3.42
_02395_,3.41
_01530_,3.405
_01542_,3.405
_01596_,3.405
_01681_,3.405
_01683_,3.405
_01702_,3.405
_01706_,3.405
_02496_,3.4
_03686_,3.4
_08165_,3.4
_08577_,3.4
_00310_,3.385
net627,3.385
net630,3.385
_00607_,3.37
_00683_,3.37
_00751_,3.37
_00668_,3.35
_00867_,3.35
_00869_,3.35
_01381_,3.35
_01556_,3.345
_01746_,3.345
_01646_,3.34
_01687_,3.34
_01698_,3.34
_01724_,3.34
_03073_,3.32
_03629_,3.32
net1026,3.32
_00091_,3.3
_00165_,3.3
_00170_,3.3
_00230_,3.3
_00401_,3.3
_00403_,3.3
_00408_,3.3
_00489_,3.3
_00723_,3.3
_00766_,3.3
_00786_,3.3
_00803_,3.3
_00810_,3.3
_00824_,3.3
_00908_,3.3
_00962_,3.3
_01012_,3.3
_01054_,3.3
_01057_,3.3
_01083_,3.3
_01133_,3.3
_01151_,3.3
_01157_,3.3
_01182_,3.3
_01267_,3.3
_01315_,3.3
_01319_,3.3
_01339_,3.3
_01386_,3.3
_01396_,3.3
_01405_,3.3
_02614_,3.3
_05118_,3.3
_05417_,3.3
_05751_,3.3
_08235_,3.3
buf_a.mem\[3\]\[2\],3.3
_01510_,3.245
_01543_,3.245
_01680_,3.245
_01689_,3.245
_00620_,3.23
_00789_,3.23
_01127_,3.23
_01434_,3.23
_01454_,3.23
_00184_,3.225
_00325_,3.225
_00336_,3.225
_01742_,3.225
net953,3.225
_00004_,3.22
_00016_,3.22
_00554_,3.22
_04665_,3.22
_04707_,3.22
_05391_,3.22
_06741_,3.22
buf_a.row3\[5\],3.22
net728,3.22
net1204,3.22
_00072_,3.2
_00168_,3.2
_00176_,3.2
_00244_,3.2
_00265_,3.2
_00276_,3.2
_00301_,3.2
_00329_,3.2
_00348_,3.2
_00350_,3.2
_00404_,3.2
_00474_,3.2
_00510_,3.2
_00512_,3.2
_00516_,3.2
_00518_,3.2
_00528_,3.2
_00555_,3.2
_00773_,3.2
_00850_,3.2
_00976_,3.2
_01735_,3.2
_01820_,3.2
_03519_,3.2
_05163_,3.2
_07422_,3.2
net615,3.2
net872,3.2
net1115,3.2
_03810_,3.19
_00282_,3.18
_00311_,3.18
_00674_,3.18
_00732_,3.18
_00886_,3.18
_00966_,3.18
_01040_,3.18
_01185_,3.18
_01458_,3.18
_03481_,3.18
_05025_,3.18
_05409_,3.18
_06553_,3.18
_07343_,3.18
_01561_,3.175
_01638_,3.175
_07218_,3.16
_00581_,3.15
_00896_,3.15
_01330_,3.15
_00956_,3.13
_01055_,3.13
_01194_,3.13
_01358_,3.13
_01359_,3.13
_05451_,3.12
_07525_,3.12
_00727_,3.11
_05039_,3.11
_00058_,3.1
_00102_,3.1
_00127_,3.1
_00322_,3.1
_00334_,3.1
_00376_,3.1
_00397_,3.1
_00487_,3.1
_00494_,3.1
_00532_,3.1
_00561_,3.1
_00566_,3.1
_00577_,3.1
_02308_,3.1
_02530_,3.1
_02648_,3.1
_02724_,3.1
_02813_,3.1
_03323_,3.1
_03906_,3.1
_03932_,3.1
_04222_,3.1
_04366_,3.1
_04478_,3.1
_04558_,3.1
_04744_,3.1
_05257_,3.1
_05430_,3.1
_05667_,3.1
_05827_,3.1
_05934_,3.1
_06059_,3.1
_06239_,3.1
_06432_,3.1
_06450_,3.1
_06497_,3.1
_06604_,3.1
_06743_,3.1
_06851_,3.1
_06939_,3.1
_07001_,3.1
_07041_,3.1
_07442_,3.1
_07484_,3.1
_07693_,3.1
_07806_,3.1
_08056_,3.1
_08283_,3.1
_08419_,3.1
_08700_,3.1
net911,3.1
_00077_,3.08
_00123_,3.08
_00275_,3.08
_00289_,3.08
_00359_,3.08
_00411_,3.08
_00432_,3.08
_00442_,3.08
_00992_,3.08
_01483_,3.08
_01604_,3.08
_02028_,3.08
_02745_,3.08
_02867_,3.08
_03141_,3.08
_03510_,3.08
_03518_,3.08
_03717_,3.08
_03835_,3.08
_03840_,3.08
_03847_,3.08
_03904_,3.08
_04281_,3.08
_04610_,3.08
_04648_,3.08
_04724_,3.08
_04837_,3.08
_04862_,3.08
_05154_,3.08
_05239_,3.08
_05414_,3.08
_05419_,3.08
_06264_,3.08
_06667_,3.08
_06940_,3.08
_06967_,3.08
_07081_,3.08
_07389_,3.08
_07536_,3.08
_07701_,3.08
_07964_,3.08
_08099_,3.08
_08417_,3.08
_08483_,3.08
_08596_,3.08
_08674_,3.08
a3_d2\[2\],3.08
a3_d2\[7\],3.08
buf_a.mem\[12\]\[4\],3.08
buf_a.mem\[7\]\[0\],3.08
buf_a.mem\[7\]\[7\],3.08
buf_a.mem\[8\]\[1\],3.08
buf_a.row1\[5\],3.08
buf_a.row2\[1\],3.08
buf_b.mem\[0\]\[5\],3.08
buf_b.mem\[14\]\[3\],3.08
buf_b.mem\[5\]\[1\],3.08
buf_b.mem\[6\]\[5\],3.08
buf_b.row3\[6\],3.08
net614,3.08
net652,3.08
net870,3.08
net959,3.08
net1017,3.08
_00661_,3.06
_01524_,3.06
_06204_,3.06
_03986_,3.05
_01660_,3.045
_01731_,3.045
_03124_,3.04
_03102_,3.02
_00653_,3.01
_00677_,3.01
_01552_,3.005
_01699_,3.005
_01695_,3
_01712_,3
_00219_,2.98
_01727_,2.98
_02008_,2.98
_02260_,2.98
_04206_,2.98
_04592_,2.98
_05255_,2.98
_05745_,2.98
_07174_,2.98
_07702_,2.98
_07775_,2.98
_08742_,2.98
_00841_,2.96
_00891_,2.96
_01103_,2.96
_01208_,2.96
_01369_,2.96
_01465_,2.96
_01818_,2.96
_01913_,2.96
_02019_,2.96
_02025_,2.96
_03060_,2.96
_03103_,2.96
_03197_,2.96
_03430_,2.96
_03438_,2.96
_03441_,2.96
_03470_,2.96
_03811_,2.96
_03862_,2.96
_03877_,2.96
_03974_,2.96
_04596_,2.96
_04630_,2.96
_04658_,2.96
_05014_,2.96
_05455_,2.96
_05523_,2.96
_05658_,2.96
_06057_,2.96
_06211_,2.96
_06322_,2.96
_06581_,2.96
_06738_,2.96
_06902_,2.96
_07144_,2.96
_07347_,2.96
_07417_,2.96
_07428_,2.96
_07580_,2.96
_07690_,2.96
_07778_,2.96
_07893_,2.96
_07919_,2.96
_08163_,2.96
_08221_,2.96
_08349_,2.96
buf_a.read_enable,2.96
buf_b.row2\[0\],2.96
_01473_,2.945
_01475_,2.945
_01534_,2.945
_01565_,2.945
_01633_,2.945
_01665_,2.945
_01704_,2.945
_01705_,2.945
_01744_,2.945
_04205_,2.9
_00617_,2.89
_00678_,2.89
_00709_,2.89
_00759_,2.89
_00788_,2.89
_00838_,2.89
_00928_,2.89
_00967_,2.89
_00971_,2.89
_01059_,2.89
_01087_,2.89
_01093_,2.89
_01113_,2.89
_01121_,2.89
_01169_,2.89
_01265_,2.89
_01285_,2.89
_01338_,2.89
_01407_,2.89
_01514_,2.885
_01528_,2.885
_01544_,2.885
_01577_,2.885
_01619_,2.885
_01642_,2.885
_01682_,2.885
_01719_,2.885
_05082_,2.86
_08629_,2.86
net571,2.86
net1005,2.86
net1049,2.86
net1051,2.86
net1052,2.86
net1075,2.86
net1203,2.86
_00042_,2.84
_00211_,2.84
_00347_,2.84
_00514_,2.84
_00582_,2.84
_00585_,2.84
_00649_,2.84
_00679_,2.84
_00690_,2.84
_00698_,2.84
_00702_,2.84
_00725_,2.84
_00767_,2.84
_00776_,2.84
_00782_,2.84
_00785_,2.84
_00787_,2.84
_00792_,2.84
_00796_,2.84
_00807_,2.84
_00816_,2.84
_00817_,2.84
_00821_,2.84
_00836_,2.84
_00837_,2.84
_00842_,2.84
_00855_,2.84
_00858_,2.84
_00878_,2.84
_00883_,2.84
_00884_,2.84
_00890_,2.84
_00893_,2.84
_00919_,2.84
_00922_,2.84
_00945_,2.84
_00953_,2.84
_00972_,2.84
_00982_,2.84
_00985_,2.84
_00991_,2.84
_00995_,2.84
_01000_,2.84
_01002_,2.84
_01005_,2.84
_01025_,2.84
_01031_,2.84
_01034_,2.84
_01045_,2.84
_01060_,2.84
_01065_,2.84
_01070_,2.84
_01071_,2.84
_01075_,2.84
_01079_,2.84
_01080_,2.84
_01085_,2.84
_01088_,2.84
_01095_,2.84
_01098_,2.84
_01111_,2.84
_01116_,2.84
_01128_,2.84
_01141_,2.84
_01155_,2.84
_01160_,2.84
_01161_,2.84
_01166_,2.84
_01175_,2.84
_01177_,2.84
_01196_,2.84
_01215_,2.84
_01246_,2.84
_01251_,2.84
_01255_,2.84
_01258_,2.84
_01268_,2.84
_01278_,2.84
_01301_,2.84
_01308_,2.84
_01334_,2.84
_01342_,2.84
_01345_,2.84
_01352_,2.84
_01363_,2.84
_01374_,2.84
_01391_,2.84
_01392_,2.84
_01403_,2.84
_01409_,2.84
_01443_,2.84
_01448_,2.84
_01450_,2.84
_01460_,2.84
_03410_,2.84
_03676_,2.84
_04242_,2.84
_05806_,2.84
_07338_,2.84
_07835_,2.84
_08444_,2.84
_01643_,2.835
_08180_,2.8
_01533_,2.785
_01545_,2.785
_01708_,2.785
_00633_,2.77
_00669_,2.77
_00681_,2.77
_00811_,2.77
_00900_,2.77
_01004_,2.77
_01210_,2.77
_01279_,2.77
_01412_,2.77
_00392_,2.765
_00234_,2.76
_00308_,2.76
_00363_,2.76
_00549_,2.76
_02284_,2.76
_02768_,2.76
_03077_,2.76
_03332_,2.76
_03574_,2.76
_03871_,2.76
_04112_,2.76
_06055_,2.76
_06494_,2.76
_06748_,2.76
_07138_,2.76
_07508_,2.76
_08285_,2.76
_08341_,2.76
buf_a.row3\[6\],2.76
net947,2.76
net1015,2.76
net1173,2.76
net1182,2.76
_00125_,2.74
_00163_,2.74
_00317_,2.74
_00343_,2.74
_00406_,2.74
_00469_,2.74
_00500_,2.74
_00548_,2.74
_00578_,2.74
_00686_,2.74
_00895_,2.74
_00929_,2.74
_01028_,2.74
_01042_,2.74
_01050_,2.74
_01220_,2.74
_01324_,2.74
_01382_,2.74
_01395_,2.74
_01606_,2.74
_01849_,2.74
_03057_,2.74
net635,2.74
net643,2.74
net657,2.74
net847,2.74
_00378_,2.72
_00798_,2.72
_00831_,2.72
_01047_,2.72
_04199_,2.72
_07602_,2.72
net574,2.72
_01490_,2.715
_01548_,2.715
_04072_,2.71
_04907_,2.71
_07659_,2.71
_00609_,2.69
_00638_,2.69
_00699_,2.69
_00718_,2.69
_00719_,2.69
_00726_,2.69
_00750_,2.69
_00797_,2.69
_01064_,2.69
_01100_,2.69
_01145_,2.69
_01462_,2.69
_01466_,2.69
_02743_,2.69
_00587_,2.67
_00720_,2.67
_00862_,2.67
_01003_,2.67
_01272_,2.67
_01437_,2.67
_00409_,2.665
_00462_,2.645
_00093_,2.64
_00096_,2.64
_00126_,2.64
_00132_,2.64
_00185_,2.64
_00217_,2.64
_00307_,2.64
_00353_,2.64
_00399_,2.64
_00509_,2.64
_00527_,2.64
_00546_,2.64
_02211_,2.64
_02645_,2.64
_02697_,2.64
_02739_,2.64
_02976_,2.64
_03564_,2.64
_03720_,2.64
_04272_,2.64
_04594_,2.64
_04639_,2.64
_04706_,2.64
_04721_,2.64
_04873_,2.64
_05213_,2.64
_05422_,2.64
_06297_,2.64
_06640_,2.64
_06950_,2.64
_06981_,2.64
_07766_,2.64
_07855_,2.64
_08025_,2.64
_08177_,2.64
_08602_,2.64
_08738_,2.64
_08746_,2.64
buf_b.mem\[5\]\[6\],2.64
_00069_,2.62
_00104_,2.62
_00117_,2.62
_00133_,2.62
_00193_,2.62
_00227_,2.62
_00237_,2.62
_00251_,2.62
_00285_,2.62
_00332_,2.62
_00362_,2.62
_00436_,2.62
_00440_,2.62
_00461_,2.62
_00475_,2.62
_00583_,2.62
_00667_,2.62
_00672_,2.62
_00739_,2.62
_00852_,2.62
_00912_,2.62
_00913_,2.62
_00970_,2.62
_01051_,2.62
_01110_,2.62
_01112_,2.62
_01148_,2.62
_01263_,2.62
_01325_,2.62
_01351_,2.62
_01421_,2.62
_01478_,2.62
_01739_,2.62
_01784_,2.62
_01838_,2.62
_01876_,2.62
_01978_,2.62
_02222_,2.62
_02621_,2.62
_02714_,2.62
_03031_,2.62
_03208_,2.62
_03292_,2.62
_03432_,2.62
_03527_,2.62
_03650_,2.62
_03655_,2.62
_03689_,2.62
_03763_,2.62
_04043_,2.62
_04084_,2.62
_04224_,2.62
_04257_,2.62
_04360_,2.62
_04580_,2.62
_04781_,2.62
_04876_,2.62
_05152_,2.62
_05450_,2.62
_05881_,2.62
_05887_,2.62
_05976_,2.62
_06037_,2.62
_06131_,2.62
_06193_,2.62
_06296_,2.62
_06302_,2.62
_06623_,2.62
_06650_,2.62
_06894_,2.62
_07458_,2.62
_08090_,2.62
_08170_,2.62
_08523_,2.62
_08613_,2.62
buf_a.mem\[0\]\[3\],2.62
buf_a.mem\[10\]\[1\],2.62
buf_a.mem\[5\]\[0\],2.62
buf_a.row2\[5\],2.62
buf_b.mem\[0\]\[7\],2.62
buf_b.mem\[14\]\[6\],2.62
buf_b.mem\[4\]\[4\],2.62
buf_b.mem\[8\]\[3\],2.62
buf_b.row2\[1\],2.62
net587,2.62
net748,2.62
net843,2.62
_01716_,2.595
_05513_,2.59
_05607_,2.59
_01590_,2.585
_01722_,2.585
_06278_,2.58
_06102_,2.57
_00897_,2.55
_01303_,2.55
_01353_,2.55
_03532_,2.55
_06691_,2.55
_01546_,2.545
_01550_,2.545
_01555_,2.545
_01574_,2.545
_01583_,2.545
_01602_,2.545
_01603_,2.545
_01626_,2.545
_01636_,2.545
_01644_,2.545
_01666_,2.545
_01677_,2.545
_07576_,2.53
_00177_,2.52
_00187_,2.52
_00297_,2.52
_00298_,2.52
_00396_,2.52
_00437_,2.52
_00539_,2.52
_00571_,2.52
_01815_,2.52
_01856_,2.52
_02015_,2.52
_02412_,2.52
_02705_,2.52
_03498_,2.52
_03603_,2.52
_03979_,2.52
_04376_,2.52
_04515_,2.52
_04696_,2.52
_04760_,2.52
_04910_,2.52
_05187_,2.52
_05565_,2.52
_05876_,2.52
_06340_,2.52
_06734_,2.52
_06777_,2.52
_07868_,2.52
_07930_,2.52
_08662_,2.52
_08748_,2.52
_00079_,2.5
_00080_,2.5
_00092_,2.5
_00218_,2.5
_00619_,2.5
_00663_,2.5
_00716_,2.5
_00724_,2.5
_00880_,2.5
_00940_,2.5
_01312_,2.5
_01812_,2.5
_01822_,2.5
_01836_,2.5
_01932_,2.5
_02002_,2.5
_02034_,2.5
_02054_,2.5
_02055_,2.5
_02895_,2.5
_03137_,2.5
_03167_,2.5
_03480_,2.5
_03584_,2.5
_03626_,2.5
_03671_,2.5
_03829_,2.5
_03908_,2.5
_04151_,2.5
_04266_,2.5
_04299_,2.5
_04352_,2.5
_05347_,2.5
_05406_,2.5
_05530_,2.5
_05558_,2.5
_05562_,2.5
_05737_,2.5
_05888_,2.5
_06244_,2.5
_06572_,2.5
_07009_,2.5
_07478_,2.5
_07729_,2.5
_07820_,2.5
_07904_,2.5
_08086_,2.5
_08340_,2.5
_08533_,2.5
_08555_,2.5
_08633_,2.5
_00118_,2.465
_00280_,2.465
_00335_,2.465
_00586_,2.43
_00623_,2.43
_00658_,2.43
_00840_,2.43
_00874_,2.43
_01214_,2.43
_01224_,2.43
_01238_,2.43
_01261_,2.43
_01321_,2.43
_01333_,2.43
_01410_,2.43
_02378_,2.4
_05360_,2.4
net958,2.4
_00138_,2.38
_00601_,2.38
_00621_,2.38
_00625_,2.38
_00636_,2.38
_00647_,2.38
_00680_,2.38
_00685_,2.38
_00717_,2.38
_00731_,2.38
_00733_,2.38
_00760_,2.38
_00761_,2.38
_00768_,2.38
_00769_,2.38
_00790_,2.38
_00801_,2.38
_00802_,2.38
_00814_,2.38
_00822_,2.38
_00823_,2.38
_00825_,2.38
_00843_,2.38
_00844_,2.38
_00848_,2.38
_00859_,2.38
_00861_,2.38
_00877_,2.38
_00902_,2.38
_00907_,2.38
_00920_,2.38
_00936_,2.38
_00941_,2.38
_00948_,2.38
_00952_,2.38
_00998_,2.38
_01007_,2.38
_01009_,2.38
_01010_,2.38
_01019_,2.38
_01074_,2.38
_01076_,2.38
_01091_,2.38
_01108_,2.38
_01119_,2.38
_01135_,2.38
_01149_,2.38
_01150_,2.38
_01153_,2.38
_01165_,2.38
_01167_,2.38
_01172_,2.38
_01174_,2.38
_01176_,2.38
_01178_,2.38
_01221_,2.38
_01230_,2.38
_01231_,2.38
_01233_,2.38
_01236_,2.38
_01240_,2.38
_01276_,2.38
_01282_,2.38
_01286_,2.38
_01287_,2.38
_01289_,2.38
_01290_,2.38
_01306_,2.38
_01309_,2.38
_01329_,2.38
_01331_,2.38
_01336_,2.38
_01337_,2.38
_01343_,2.38
_01350_,2.38
_01364_,2.38
_01370_,2.38
_01404_,2.38
_01406_,2.38
_01411_,2.38
_01415_,2.38
_01432_,2.38
_01444_,2.38
_01445_,2.38
_01446_,2.38
_01452_,2.38
_01467_,2.38
_02643_,2.38
_01570_,2.375
